"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SL","2025-07-19","85.5","2.38","5.15","Happ, Ian",664023,669684,"home_run","hit_into_play",,,,,5,"Ian Happ homers (13) on a fly ball to left center field.","R","R","L","CHC","BOS","X",,"fly_ball",3,2,2025,"-0.38","0.1",-0.182540655864059,2.7210646044443503,,,,0,8,"Bot",67.47,48.09,,,,,-5.272382899997225,-124.53400087758982,0.32116841941648455,-2.9118279741318993,23.915049899232923,-31.42289215608951,3.55,1.61,400,"104.8",22,"85.5",2349,"6.1",777096,657136,647351,678882,608324,596115,701350,680776,677800,"54.36",0.677,1.190857142857143,"2",1,0,3,6,62,6,"Slider",5,0,5,0,0,6,6,0,"Standard","Standard",266,"0.003","1.029","73.2","6.9",2.252,"-1.029","104.8",5,5,0.995,0.995,27,30,27,31,1,3,8,1,3,1,"3","-0.38","0.38","35.6",12.483253880103796,-6.048121201859486,25.112979596987195,36.58508848170095,35.27787442153732
"ST","2025-04-18","82.3","-2.33","5.09","Gurriel Jr., Lourdes",666971,681799,"home_run","hit_into_play",,,,,5,"Lourdes Gurriel Jr. homers (4) on a fly ball to left center field. Randal Grichuk scores. Josh Naylor scores.","R","R","R","CHC","AZ","X",,"fly_ball",2,2,2025,"1.43","-0.19",0.026388584290805817,2.977361685871675,545341,,647304,2,8,"Top",84.26,45.47,,,,,2.5730326844115035,-119.85694956291138,2.1338375211690206,13.155581167473093,24.465532572850627,-34.694305054693906,3.68,1.75,416,"104.8",23,"82.3",3012,"6.3",778268,608348,683737,663538,669398,621020,664023,691718,663656,"54.15",0.696,1.2720958904109596,"2",1,0,3,6,73,5,"Sweeper",7,8,8,7,11,7,11,7,"Standard","Standard",66,"-0.221","1.609","73.6","6.7",2.438,"-1.609","104.8",-1,1,0.263,0.737,27,31,28,32,1,4,2,1,2,2,"3.57","-1.43","-1.43","28.1",8.190490689825424,-1.1469815141008812,30.905515586350827,33.612045731768845,31.164886486830135
"CH","2025-08-06","86.4","2.86","6.15","Swanson, Dansby",621020,671096,"home_run","hit_into_play",,,,,8,"Dansby Swanson homers (18) on a fly ball to left field.","R","R","L","CHC","CIN","X",,"fly_ball",2,1,2025,"1.12","0.79",0.2348951163175088,1.8897263415927474,,,,0,7,"Bot",38.3,71.28,,,,,-8.465068347197953,-125.59066336616299,-5.545321355441687,13.452146872727498,23.199795492990862,-22.928152282446614,3.58,1.63,382,"104.8",26,"86.2",1899,"6",776847,663886,668715,666158,663647,682829,641584,670770,682622,"54.47",0.743,1.454474999999999,"2",1,0,3,6,50,4,"Changeup",2,0,2,0,0,3,3,0,"Standard","Standard",132,"0.052","1.068","74.7","8.2",2.848,"-1.068","104.8",2,2,0.889,0.889,26,31,26,31,3,2,6,1,5,2,"2.25","1.12","-1.12","46.2",19.91702498773557,-8.955978264955252,37.81387364442143,38.51764829653652,39.629172944384734
"CU","2025-09-27","76.6","-0.12","6.13","Walker, Jordan",691023,573204,"home_run","hit_into_play",,,,,8,"Jordan Walker homers (6) on a fly ball to center field. Jimmy Crooks scores.","R","R","L","CHC","STL","X",,"fly_ball",0,1,2025,"-0.66","-1.12",-0.1670893776441046,2.2388105989572695,,,699625,2,7,"Top",88.95,36.98,,,,,1.1039917981777778,-111.51567994573809,0.8214866895757205,-5.71049284547038,20.50584592631819,-41.86271589986555,3.83,1.83,419,"104.7",26,"76.6",2535,"6.3",776164,608348,683737,663538,807713,621020,664023,691718,673548,"54.2",0.743,1.454474999999999,"2",1,0,3,6,52,2,"Curveball",4,1,1,4,3,4,3,4,"Infield shade","Standard",333,"-0.156","2.267","77.3","8.7",2.848,"-2.267","104.7",3,-3,0.924,0.07599999999999996,38,23,38,23,1,2,1,1,4,1,"5.01","-0.66","0.66","57.3",8.87987516518805,-4.424156443512205,36.07568038413102,42.3414575005348,33.14014793007262
"FF","2025-05-06","94","-1.57","6.91","Amaya, Miguel",665804,434378,"home_run","hit_into_play",,,,,2,"Miguel Amaya homers (3) on a fly ball to left center field. Dansby Swanson scores.","R","R","R","CHC","SF","X",,"fly_ball",1,1,2025,"-0.74","1.43",0.009441629770295612,3.1494535521149163,,,621020,0,3,"Bot",63.94,59.05,,,,,5.708362663283607,-136.61689614774525,-7.1381976162998395,-10.615716829045201,32.03458991646838,-12.83104616548499,3.31,1.61,379,"104.7",25,"93.4",2396,"6.2",778027,672275,664774,689172,656305,642715,671218,808982,573262,"54.35",0.746,1.4444861111111111,"2",1,0,3,6,22,3,"4-Seam Fastball",0,4,0,4,4,2,2,4,"Standard","Standard",207,"0.133","1.067","75.3","7.4",2.814,"-1.067","104.7",-4,-4,0.195,0.195,42,26,42,26,1,0,5,2,6,4,"1.17","0.74","0.74","53.2",14.150408943810788,-4.331705441232449,28.00461234383208,37.23885431424953,28.39672711165578
"FF","2025-09-23","96.9","-2.04","6.05","Lindor, Francisco",596019,690990,"home_run","hit_into_play",,,,,5,"Francisco Lindor homers (29) on a fly ball to center field.","R","L","R","CHC","NYM","X",,"fly_ball",1,0,2025,"-0.27","1.35",0.028146681307100352,2.530094998637097,,,,0,1,"Top",92.14,47.81,,,,,6.146550167799628,-140.93647265480246,-6.970683606948341,-4.953364159556428,30.01173341372198,-12.750962730873386,3.42,1.56,384,"104.7",24,"97.2",2413,"6.3",776209,608348,467793,663538,807713,621020,664023,691718,673548,"54.18",0.661,1.239641975308642,"2",1,0,3,6,1,2,"4-Seam Fastball",0,0,0,0,1,0,1,0,"Infield shade","Standard",203,"-0.092","1.073","72.8","7.0",2.39,"-1.073","104.7",0,0,0.496,0.504,23,31,24,32,1,0,7,2,,1,"1.07","0.27","-0.27","50.1",-1.1718007958721641,0.7894940740628333,31.839851215036298,36.64528628163045,23.246757030214223
"SI","2025-07-04","92.2","-2.83","6.1","Suzuki, Seiya",673548,571945,"home_run","hit_into_play",,,,,13,"Seiya Suzuki homers (24) on a fly ball to left center field.","R","R","R","CHC","STL","X",,"fly_ball",2,2,2025,"-1.32","0.44",-0.8661407516842572,2.2394649043063044,,,,2,1,"Bot",67.76,42.01,,,,,7.861282436362641,-133.900975424017,-4.852960814137033,-17.647027566113227,32.248783585886564,-25.999124046540107,3.21,1.43,413,"104.6",30,"91.8",2166,"6.4",777246,686780,575929,680977,571448,691026,663457,687363,676475,"54.1",0.713,1.4232222222222224,"2",1,0,3,6,6,5,"Sinker",0,0,0,0,0,1,1,0,"Standard","Standard",228,"0.104","2.632","76.2","7.5",2.81,"-2.632","104.6",0,0,0.508,0.508,36,30,37,31,1,0,6,1,6,1,"2.28","1.32","1.32","31.0",15.022687561226626,-17.48051724945349,35.964043084869935,26.679176036496443,36.30382407496781
"FF","2025-07-05","94.1","0.88","6.63","Busch, Michael",683737,669461,"home_run","hit_into_play",,,,,4,"Michael Busch homers (18) on a fly ball to center field.","R","L","L","CHC","STL","X",,"fly_ball",0,1,2025,"0.33","1.32",-0.4838569611975437,2.7112830258171243,,,,0,2,"Bot",96.1,45.74,,,,,-4.289778418103675,-136.93870463146757,-7.421576096920926,5.101475370730263,29.03683841828838,-14.173291884187218,3.35,1.57,402,"104.6",25,"94.5",2192,"6.4",777229,686780,575929,680977,695336,691026,663457,687363,676475,"54.09",0.746,1.4444861111111111,"2",1,0,3,6,19,2,"4-Seam Fastball",0,2,0,2,2,1,1,2,"Standard","Standard",155,"0.106","1.154","70.0","6.9",2.814,"-1.154","104.6",-2,-2,0.337,0.337,25,27,26,28,1,0,6,1,6,1,"1.25","0.33","0.33","48.9",11.244567946174154,1.9443251159932986,32.373087385739,41.89059146693443,26.843789418843787
"SI","2025-08-18","92.4","1.77","5.76","Durbin, Caleb",702332,573124,"home_run","hit_into_play",,,,,2,"Caleb Durbin homers (7) on a fly ball to left center field.","R","R","L","CHC","MIL","X",,"fly_ball",1,1,2025,"1.47","1.01",0.14118573399969114,2.906687342880474,,,,1,5,"Top",53.36,45.21,,,,,-7.249201073247395,-134.3339251835664,-3.624565548647501,19.3161885695813,27.940423091148784,-19.34290405971152,3.35,1.52,419,"104.5",25,"91.5",2156,"5.7",777459,608348,683737,650489,807713,663538,683357,691718,663656,"54.8",0.746,1.4444861111111111,"2",1,0,3,6,36,3,"Sinker",0,1,1,0,2,0,2,0,"Standard","Standard",133,"-0.12","1.593","72.5","7.1",2.814,"-1.593","104.5",-1,1,0.387,0.613,34,25,35,25,1,2,1,1,1,1,"1.66","1.47","-1.47","32.1",12.187596603526977,-6.19966908032035,21.438687656991615,38.63742593611001,31.262731974943783
"FF","2025-09-02","91.1","2.5","5.51","Albies, Ozzie",645277,684007,"home_run","hit_into_play",,,,,5,"Ozzie Albies homers (14) on a fly ball to left field.","R","R","L","CHC","ATL","X",,"fly_ball",3,2,2025,"1.03","1.63",0.1616420445139184,2.5048523701681056,,,,0,4,"Top",20.42,87.43,,,,,-8.06700762216608,-132.3439693297363,-5.087067410977141,13.89341891019354,30.35701824082129,-12.129382405363756,3.2,1.53,377,"104.5",23,"90.5",2519,"6.2",776487,608348,457759,663538,807713,621020,664023,682634,663656,"54.28",0.614,1.1049512195121953,"2",1,0,3,6,28,6,"4-Seam Fastball",4,1,1,4,2,4,2,4,"Standard","Standard",141,"-0.079","1.029","75.8","7.3",2.095,"-1.029","104.5",3,-3,0.808,0.19199999999999995,31,28,32,28,2,1,5,1,6,1,"1.14","1.03","-1.03","34.0",19.651918708001553,-9.112899225786322,30.061336265539342,29.276638529585643,46.20770228847064
"FF","2025-05-13","95.7","-1.75","6.31","Norby, Connor",681393,657240,"home_run","hit_into_play",,,,,1,"Connor Norby homers (2) on a fly ball to left field.","R","R","R","CHC","MIA","X",,"fly_ball",1,0,2025,"-0.41","1.34",-0.5402760643417489,3.154972809231377,,,,0,7,"Top",36.73,63.51,,,,,4.094253795508251,-139.26855078290123,-5.724309434381385,-6.237761154227775,30.657312418388763,-13.632858488825367,3.31,1.59,400,"104.5",33,"95.5",2114,"6.1",777936,608348,683737,663538,670032,621020,673548,691718,663656,"54.36",0.606,1.2106976744186047,"2",1,0,3,6,49,2,"4-Seam Fastball",2,2,2,2,3,2,3,2,"Standard","Standard",205,"-0.186","1.073","73.3","7.0",2.389,"-1.073","104.5",0,0,0.494,0.506,33,25,34,25,1,2,3,1,3,1,"1.14","0.41","0.41","54.9",28.192415864731217,-7.075572760834954,32.26270453431916,30.818586648490935,36.01269133044709
"CU","2025-07-01","81","-2.6","6.32","Suzuki, Seiya",673548,668909,"home_run","hit_into_play",,,,,2,"Seiya Suzuki homers (23) on a fly ball to left center field.","R","R","R","CHC","CLE","X",,"fly_ball",1,0,2025,"0.8","-1.03",0.03718072880136847,2.8433593347142065,,,,0,6,"Bot",82.06,53,,,,,4.3884318505213855,-117.91069415155832,0.8790790016057226,6.52954726671897,23.70276792749872,-42.11788583290113,3.22,1.43,378,"104.4",38,"81.3",2373,"6.6",777287,666310,467793,682657,608070,677587,680757,657041,666134,"53.87",0.433,0.8677727272727274,"2",1,0,3,6,45,2,"Curveball",3,2,3,2,2,4,4,2,"Strategic","Standard",38,"0.102","1.073","77.4","7.3",1.701,"-1.073","104.4",1,1,0.743,0.743,25,30,26,31,3,2,6,2,5,1,"4.51","-0.8","-0.8","41.5",10.987590433061689,-11.907734698798437,30.402400697725046,36.03451314879962,35.97404960056021
"SL","2025-09-27","92.2","-1.54","6.57","Crow-Armstrong, Pete",691718,660896,"home_run","hit_into_play",,,,,6,"Pete Crow-Armstrong homers (31) on a fly ball to right field. Seiya Suzuki scores.","R","L","R","CHC","STL","X",,"fly_ball",2,2,2025,"0.3","0.42",0.5098803362726395,2.4099123494321057,,673548,,1,8,"Bot",222.27,69.08,,,,,4.537754040813007,-134.22152938501512,-5.679382691967065,2.7719926069156635,25.852673788900553,-26.122126354198528,3.08,1.43,413,"104.4",37,"91.9",2682,"5.9",776164,699625,676475,669357,571448,695336,663457,701675,691023,"54.63",0.504,0.9991739130434784,"2",1,0,3,6,64,6,"Slider",5,3,5,3,3,7,7,3,"Standard","Standard",169,"0.044","1.341","75.7","7.4",1.968,"-1.341","104.4",2,2,0.943,0.943,29,23,30,23,1,3,4,1,,1,"2.23","-0.3","0.3","46.4",23.64994167733087,-12.336663923823796,34.93357320928103,29.460396861472283,42.09557473377612
"SI","2025-05-16","94.9","-2.47","6.05","Vargas, Miguel",678246,690990,"home_run","hit_into_play",,,,,5,"Miguel Vargas homers (5) on a fly ball to center field.","R","R","R","CHC","CWS","X",,"fly_ball",1,1,2025,"-0.19","1.21",-0.09133782935885859,2.8429436264245096,,,,2,3,"Top",109.31,35.7,,,,,6.6125304358523564,-137.91662139903303,-5.362332636582735,-3.912752889632512,32.09137335235968,-15.741224027615246,3.4,1.61,406,"104.3",23,"94.2",2549,"6.1",777900,608348,683737,663538,542932,621020,673548,691718,663656,"54.44",0.614,1.1049512195121953,"2",1,0,3,6,26,3,"Sinker",6,2,2,6,3,6,3,6,"Standard","Standard",190,"-0.056","2.612","73.6","7.2",2.095,"-2.612","104.3",4,-4,0.887,0.11299999999999999,23,25,24,26,2,1,6,1,5,1,"1.34","0.19","0.19","49.1",9.190132829497118,1.3374053792230047,32.55517404510363,37.1974936730322,31.969684674737977
"FF","2025-04-04","90.2","2.33","5.51","Maldonado, Martín",455117,684007,"home_run","hit_into_play",,,,,1,"Martín Maldonado homers (1) on a fly ball to left field.","R","R","L","CHC","SD","X",,"fly_ball",0,0,2025,"1.2","1.61",-0.7707800184375935,2.7811665015227356,,,,2,3,"Top",26.95,88.81,,,,,-10.229104017862873,-130.8712382017262,-4.163525104277072,16.07684960884429,29.532987790038405,-12.98564628629718,3.31,1.56,365,"104.2",30,"89.5",2610,"6.2",778460,665804,683737,663538,807713,621020,664023,691718,663656,"54.3",0.639,1.2652127659574466,"2",1,0,3,6,19,1,"4-Seam Fastball",1,0,0,1,1,1,1,1,"Standard","Standard",152,"-0.114","2.596","71.0","7.0",2.499,"-2.596","104.2",1,-1,0.657,0.34299999999999997,31,38,32,39,1,0,6,2,5,4,"1.22","1.2","-1.2","40.4",19.86093549896611,-13.54208449091272,28.053834885382976,31.174292238073612,39.72792288019342
"SL","2025-06-14","85.5","1.89","5.53","Swanson, Dansby",621020,621366,"home_run","hit_into_play",,,,,8,"Dansby Swanson homers (13) on a fly ball to left center field.","R","R","L","CHC","PIT","X",,"fly_ball",3,2,2025,"-0.24","0.11",0.03899753553872798,1.9955473866547964,,,,2,6,"Bot",48.04,67.52,,,,,-3.9194163884577433,-124.6521504034865,-2.377880322716031,-1.8193325560744387,21.745924861297453,-30.769274707801127,3.58,1.63,377,"104.1",31,"86.5",2351,"6.5",777513,680779,669707,693304,663647,643396,502054,665833,668804,"53.97",0.641,1.2795423728813562,"2",1,0,3,6,42,6,"Slider",1,1,1,1,1,2,2,1,"Standard","Standard",259,"0.183","2.528","71.6","8.0",2.526,"-2.528","104.1",0,0,0.52,0.52,31,31,31,31,1,2,2,1,5,1,"2.96","-0.24","0.24","26.9",21.19610562805301,-10.861957533785958,39.94945896306004,35.883711380928276,38.29266556416759
"FF","2025-06-12","90.4","2.92","4.95","Crow-Armstrong, Pete",691718,571760,"home_run","hit_into_play",,,,,11,"Pete Crow-Armstrong homers (18) on a fly ball to right center field. Kyle Tucker scores.","R","L","L","CHC","PIT","X",,"fly_ball",2,2,2025,"1.27","1.09",-0.10238667077782693,3.901161820451757,,,663656,2,4,"Bot",204.66,60.22,,,,,-10.207640660543257,-131.27923756734128,1.0702046988781238,16.872961106561597,28.8900184483643,-20.12473221630854,3.1,1.46,393,"103.9",29,"90",2396,"6.2",777541,664954,687462,624428,669707,643396,502054,665833,668804,"54.28",0.686,1.3569491525423727,"2",1,0,3,6,27,5,"4-Seam Fastball",0,0,0,0,0,2,2,0,"Strategic","Standard",124,"0.235","2.28","74.9","6.9",2.669,"-2.28","103.9",0,0,0.524,0.524,34,23,34,23,2,1,5,2,7,1,"1.72","1.27","1.27","25.7",20.311318378178612,-9.149159924886032,19.37953844936972,36.78957248853916,36.67237678211969
"CH","2025-06-14","80.1","2.3","5.57","McCutchen, Andrew",457705,571510,"home_run","hit_into_play",,,,,6,"Andrew McCutchen homers (7) on a fly ball to left center field.","R","R","L","CHC","PIT","X",,"fly_ball",2,1,2025,"1.53","0.51",0.2905590110788985,2.4636948034393567,,,,1,1,"Top",73.84,57.96,,,,,-7.30598957468732,-116.329816089968,-1.0613623888718766,15.29127760131409,23.022077195131676,-27.560784413128943,3.41,1.6,372,"103.9",35,"79.8",1884,"6.3",777513,608348,683737,663538,807713,621020,664023,691718,663656,"54.22",0.57,1.129826086956522,"2",1,0,3,6,2,4,"Changeup",0,0,0,0,1,0,1,0,"Infield shade","Standard",115,"-0.096","1.539","73.8","8.1",2.236,"-1.539","103.9",0,0,0.52,0.48,34,38,34,39,1,0,5,1,6,3,"3.07","1.53","-1.53","28.3",22.276610762490726,-14.60042285297574,32.64532743434776,40.53914744733507,32.21480993652935
"SV","2025-05-05","83.7","-1.91","6.44","Kelly, Carson",608348,806185,"home_run","hit_into_play",,,,,4,"Carson Kelly homers (8) on a fly ball to left field.","R","R","R","CHC","SF","X",,"fly_ball",1,1,2025,"0.09","-0.36",-0.4206308267553109,2.775048863847184,,,,0,6,"Bot",19.79,82.17,,,,,3.280789629619929,-121.95385783698846,-1.3548641065443454,0.26477108877748234,23.718305227264572,-35.76134284723674,3.4,1.64,388,"103.9",27,"84.1",2614,"6.4",778044,672275,681584,683766,656305,642715,671218,808982,682641,"54.07",0.701,1.3737027027027033,"2",1,0,3,6,46,3,"Slurve",4,2,4,2,2,5,5,2,"Strategic","Standard",61,"0.067","1.123","74.8","7.3",2.686,"-1.123","103.9",2,2,0.844,0.844,23,30,24,31,1,2,3,2,6,1,"3.61","-0.09","-0.09","47.6",17.859495928531402,-16.467660166202215,30.84442122555449,33.4155670934402,35.38397742271732
"FF","2025-09-26","92.4","-2.18","6.63","Hoerner, Nico",663538,571945,"home_run","hit_into_play",,,,,4,"Nico Hoerner homers (7) on a fly ball to center field.","R","R","R","CHC","STL","X",,"fly_ball",2,0,2025,"-1","1.31",-0.3991202279369678,2.402884729715725,,,,1,1,"Bot",102.91,33.85,,,,,6.69840590428015,-134.28028535275902,-7.786512707086983,-13.588973431761989,28.107425927379147,-14.771528748998396,3.37,1.56,412,"103.8",28,"92.1",2110,"6.1",776167,686780,676475,669357,571448,695336,663457,687363,691023,"54.37",0.688,1.3496935483870964,"2",1,0,3,6,5,3,"4-Seam Fastball",0,0,0,0,0,1,1,0,"Standard","Standard",216,"0.093","1.473","71.9","7.5",2.655,"-1.473","103.8",0,0,0.533,0.533,36,28,37,28,1,0,6,1,,1,"1.36","1","1","45.0",11.640991735899894,-3.5799352701448397,35.09374300142191,33.526868745896124,32.069215914020496
"FF","2025-09-13","96.1","-1.9","5.96","Ballesteros, Moisés",694208,656876,"home_run","hit_into_play",,,,,1,"Moisés Ballesteros homers (1) on a fly ball to left center field.","R","L","R","CHC","TB","X",,"fly_ball",0,0,2025,"-0.44","1.36",-0.5655176692361701,2.9726551097236342,,,,1,2,"Bot",60.5,54.99,,,,,4.573457020130649,-139.83476128706576,-5.436420976701827,-6.867217113649469,31.638092898332374,-13.314884676338174,3.26,1.481,391,"103.7",24,"96.7",2347,"6.6",776338,676439,676044,664040,691406,700246,680700,802415,666139,"53.87",0.639,1.1834468085106378,"2",1,0,3,6,14,1,"4-Seam Fastball",0,0,0,0,0,1,1,0,"Standard","Standard",208,"0.108","1.583","74.5","7.1",2.286,"-1.583","103.7",0,0,0.528,0.528,29,21,30,22,1,0,6,1,6,1,"1.11","0.44","-0.44","55.8",8.55217485513566,12.203942044568176,20.79402412426768,44.27105727706807,28.383985975461485
"CU","2025-05-28","80.2","-2.91","6.14","Crow-Armstrong, Pete",691718,685299,"home_run","hit_into_play",,,,,14,"Pete Crow-Armstrong homers (15) on a fly ball to right field.","R","L","R","CHC","COL","X",,"fly_ball",0,1,2025,"0.27","-0.06",0.2754091792515658,1.078420291828662,,,,0,4,"Bot",228.9,84.24,,,,,6.5081445239291105,-116.46999020313409,-4.2640155962799815,1.0602604493788728,24.691387679472776,-32.05197830103121,3.11,1.48,379,"103.7",36,"79.6",2226,"6.3",777731,696100,669911,571657,641857,678662,687597,666160,671289,"54.23",0.579,1.1613103448275859,"2",1,0,3,6,26,2,"Curveball",1,0,1,0,0,2,2,0,"Standard","Standard",345,"0.104","1.154","75.8","8.5",2.285,"-1.154","103.7",1,1,0.682,0.682,27,23,28,23,2,1,5,1,56,2,"3.66","-0.27","0.27","42.7",28.099269776268837,-20.014992313993986,45.90478480246738,30.685798090450184,50.0164763694576
"CH","2025-06-12","80.8","2.96","5.01","Suzuki, Seiya",673548,571760,"home_run","hit_into_play",,,,,3,"Seiya Suzuki homers (17) on a fly ball to left field.","R","R","L","CHC","PIT","X",,"fly_ball",2,1,2025,"1.32","0.56",0.5963432838277325,3.1648809593791496,,,,2,6,"Bot",41.22,70.82,,,,,-7.773323864571289,-117.32034540300859,1.5530016383340866,13.701918623871654,23.818705345150814,-27.563916059932094,3.14,1.36,379,"103.6",29,"80.5",2098,"6.3",777541,664954,687462,624428,669707,643396,502054,665833,668804,"54.15",0.686,1.3569491525423727,"2",1,0,3,6,42,4,"Changeup",2,0,2,0,0,3,3,0,"Standard","Standard",109,"0.075","2.559","74.9","7.5",2.669,"-2.559","103.6",2,2,0.823,0.823,34,30,34,31,3,2,5,1,7,1,"2.96","1.32","-1.32","27.7",20.08539524790695,-11.152444244275499,27.15027296964341,43.03025192424603,39.21890751219516
"CU","2025-07-04","80","1.99","5.92","Busch, Michael",683737,667463,"home_run","hit_into_play",,,,,8,"Michael Busch homers (17) on a fly ball to left center field.","R","L","L","CHC","STL","X",,"fly_ball",1,2,2025,"-1","-0.89",0.0790170472527908,1.8809323617086506,,,,2,7,"Bot",74.05,59.51,,,,,-2.3144042893894796,-116.38142489442966,-0.40859658793917597,-8.458013936869799,24.80584481187425,-40.380730685110194,3.35,1.58,369,"103.6",29,"78.8",2962,"5.8",777246,686780,650968,665877,695336,691026,663457,687363,676475,"54.73",0.686,1.3569491525423727,"2",1,0,3,6,58,5,"Curveball",10,1,10,1,1,11,11,1,"Infield shade","Standard",321,"0","2.674","71.3","6.6",2.669,"-2.674","103.6",9,9,0.999,0.999,30,27,31,28,1,3,4,1,2,1,"4.5","-1","-1","32.6",4.260721227216288,9.008314756629382,38.686675347902934,35.19604816168236,33.974564163751054
"FF","2025-05-12","92.4","-1.56","5.61","Hill, Derek",656537,607067,"home_run","hit_into_play",,,,,2,"Derek Hill homers (2) on a fly ball to left center field. Ronny Simon scores.","R","R","R","CHC","MIA","X",,"fly_ball",0,0,2025,"-0.45","1.34",-0.03389023511066469,3.6319017468859984,,,682927,2,7,"Top",75.74,45.65,,,,,4.9072169446129985,-134.56655692948758,-2.1539535997603956,-6.597573151454677,29.562219736036116,-15.702149885272698,3.57,1.64,399,"103.6",30,"92.8",2274,"6.5",777952,665804,683737,663538,542932,621020,673548,691718,663656,"54.02",0.639,1.2652127659574466,"2",1,0,3,6,54,1,"4-Seam Fastball",5,0,0,5,2,5,2,5,"Standard","Standard",214,"-0.046","2.225","76.9","6.9",2.499,"-2.225","103.6",5,-5,0.979,0.02100000000000002,34,29,35,30,3,2,6,26,6,1,"1.33","0.45","0.45","31.1",20.88484401758958,-0.49549258263608575,25.64516705723548,36.672195639034086,39.31996238407475
"FF","2025-04-22","94.1","-2.19","5.09","Crow-Armstrong, Pete",691718,669160,"home_run","hit_into_play",,,,,5,"Pete Crow-Armstrong homers (4) on a fly ball to right center field. Dansby Swanson scores.","R","L","R","CHC","LAD","X",,"fly_ball",2,2,2025,"-0.85","0.89",-0.22413354640845018,2.249317672914382,621020,,,1,5,"Bot",200.72,58.21,,,,,7.039184189222179,-136.90959846018023,-3.655844445403141,-12.277327683469943,30.940461319506678,-20.30885836351639,3.15,1.52,398,"103.6",33,"94.6",2427,"6.7",778220,669257,518692,571771,571970,605141,681624,669242,606192,"53.83",0.606,1.2106976744186047,"2",1,0,3,6,47,5,"4-Seam Fastball",5,4,5,4,4,7,7,4,"Strategic","Standard",237,"0.124","1.121","73.5","7.6",2.389,"-1.121","103.6",1,1,0.751,0.751,27,23,28,23,3,2,8,2,6,1,"1.68","0.85","-0.85","21.8",20.910543996471766,-10.920456420489815,33.32289668234044,40.165136362032925,37.30554903397285
"FF","2025-07-19","95.9","-1.66","5.49","Tucker, Kyle",663656,678394,"home_run","hit_into_play",,,,,8,"Kyle Tucker homers (18) on a fly ball to right center field.","R","L","R","CHC","BOS","X",,"fly_ball",3,1,2025,"-0.58","1.33",-0.09549535765158035,2.1957486200879663,,,,0,1,"Bot",194.38,55.4,,,,,5.442154015213246,-139.51089227893996,-6.0581954648812175,-8.882514752787554,33.24963168514486,-13.695814344991678,3.48,1.63,386,"103.6",27,"95.6",2187,"6.2",777096,657136,647351,663853,608324,596115,608701,678882,701350,"54.25",0.701,1.3737027027027033,"2",1,0,3,6,6,5,"4-Seam Fastball",1,0,1,0,0,2,2,0,"Infield shade","Standard",227,"0.075","0.935","76.7","8.1",2.686,"-0.935","103.6",1,1,0.657,0.657,26,28,26,28,1,0,6,1,6,1,"1.17","0.58","-0.58","31.7",17.015121069897706,-9.767507158907103,37.6269748586727,40.58854085304539,29.020599303399955
"ST","2025-06-19","80.7","-1.28","6.25","Hoskins, Rhys",656555,592791,"home_run","hit_into_play",,,,,3,"Rhys Hoskins homers (11) on a fly ball to left field.","R","R","R","CHC","MIL","X",,"fly_ball",1,1,2025,"0.86","0.3",0.5036108320203716,3.0862592252994294,,,,1,2,"Top",31.24,69.87,,,,,2.3422960023416657,-117.5829871334372,-0.9979401289539135,7.5705399220740235,20.99051419485592,-29.395110645718496,3.31,1.53,394,"103.5",36,"81.4",2647,"6.5",777450,608348,683737,663538,807713,621020,664023,691718,663656,"53.96",0.579,1.1613103448275859,"2",1,0,3,6,11,3,"Sweeper",2,1,1,2,2,2,2,2,"Infield shade","Standard",60,"-0.105","1.593","71.3","8.4",2.285,"-1.593","103.5",1,-1,0.628,0.372,33,32,34,32,1,0,7,2,5,1,"3.17","-0.86","-0.86","45.5",26.280766834770244,-10.555173695341958,28.87697263893001,43.11488712034328,39.360565092814696
